date,crop_year,year,month,season,block_no,block_ns,treatment,plot,season_orig,subplot_point,variable,value
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_k_ppm,310.6
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_ca_ppm,1489
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_ph,5.4
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_phb,6.2
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_mg_ppm,76.1
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_cec_meq_100g,13.05
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_ca_ppm_base_satpct,57.04
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_mg_ppm_base_satpct,4.86
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_k_ppm_base_satpct,6.1
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_h_ppm_base_satpct,32
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_s_ppm,11.3
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_zn_ppm,2.4
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_b_ppm,0.3
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_fe_ppm,369.4
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_mn_ppm,37.9
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_cu_ppm,2.1
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_na_ppm,NA
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,1,soils_na_ppm_base_satpct,NA
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_no3_n_ppm,7.2
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_nh4_n_ppm,2.9
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_om_loi_pct,3.32
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_p_ppm,17.3
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_k_ppm,202
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_ca_ppm,2350
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_ph,6.4
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_phb,7
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_mg_ppm,132.4
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_cec_meq_100g,15.2
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_ca_ppm_base_satpct,77.33
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_mg_ppm_base_satpct,7.26
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_k_ppm_base_satpct,3.41
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_h_ppm_base_satpct,12
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_s_ppm,12.5
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_zn_ppm,2.2
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_b_ppm,0.4
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_fe_ppm,171.4
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_mn_ppm,59.2
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_cu_ppm,2
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_na_ppm,NA
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,2,soils_na_ppm_base_satpct,NA
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_no3_n_ppm,8.5
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_nh4_n_ppm,3.3
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_om_loi_pct,2.85
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_p_ppm,32.2
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_k_ppm,192.6
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_ca_ppm,1739
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_ph,6.5
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_phb,7
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_mg_ppm,76.7
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_cec_meq_100g,10.92
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_ca_ppm_base_satpct,79.62
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_mg_ppm_base_satpct,5.86
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_k_ppm_base_satpct,4.52
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_h_ppm_base_satpct,10
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_s_ppm,10.3
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_zn_ppm,1.8
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_b_ppm,0.3
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_fe_ppm,269.8
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_mn_ppm,26.1
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_cu_ppm,1.7
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_na_ppm,NA
2019-10-15,2019_2020,2019,10,fall_winter,3,south,Reference,7,fall,3,soils_na_ppm_base_satpct,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_no3_n_ppm,3.7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_nh4_n_ppm,1.5
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_om_loi_pct,6.75
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_p_ppm,144.8
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_k_ppm,176.1
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_ca_ppm,7947
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_ph,6.9
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_phb,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_mg_ppm,1005.1
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_cec_meq_100g,24.78
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_ca_ppm_base_satpct,80.19
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_mg_ppm_base_satpct,16.9
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_k_ppm_base_satpct,0.91
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_h_ppm_base_satpct,2
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_s_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_zn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_b_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_fe_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_mn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_cu_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_na_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,1,soils_na_ppm_base_satpct,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_no3_n_ppm,3.3
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_nh4_n_ppm,1.7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_om_loi_pct,5.78
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_p_ppm,201.2
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_k_ppm,185
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_ca_ppm,6578
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_ph,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_phb,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_mg_ppm,822.8
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_cec_meq_100g,20.11
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_ca_ppm_base_satpct,81.77
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_mg_ppm_base_satpct,17.05
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_k_ppm_base_satpct,1.18
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_h_ppm_base_satpct,0
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_s_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_zn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_b_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_fe_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_mn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_cu_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_na_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,2,soils_na_ppm_base_satpct,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_no3_n_ppm,2.6
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_nh4_n_ppm,1.5
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_om_loi_pct,4.52
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_p_ppm,67.6
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_k_ppm,164.8
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_ca_ppm,5037
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_ph,6.8
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_phb,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_mg_ppm,559.1
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_cec_meq_100g,15.76
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_ca_ppm_base_satpct,79.88
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_mg_ppm_base_satpct,14.78
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_k_ppm_base_satpct,1.34
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_h_ppm_base_satpct,4
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_s_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_zn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_b_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_fe_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_mn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_cu_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_na_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress,1,spring,3,soils_na_ppm_base_satpct,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_no3_n_ppm,3.9
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_nh4_n_ppm,1
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_om_loi_pct,5.23
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_p_ppm,222
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_k_ppm,259
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_ca_ppm,6854
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_ph,7.4
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_phb,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_mg_ppm,1204.8
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_cec_meq_100g,22.49
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_ca_ppm_base_satpct,76.2
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_mg_ppm_base_satpct,22.33
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_k_ppm_base_satpct,1.48
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_h_ppm_base_satpct,0
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_s_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_zn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_b_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_fe_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_mn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_cu_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_na_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,1,soils_na_ppm_base_satpct,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_no3_n_ppm,3.5
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_nh4_n_ppm,1.4
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_om_loi_pct,5.29
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_p_ppm,150.4
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_k_ppm,157.3
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_ca_ppm,7475
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_ph,7.2
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_phb,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_mg_ppm,1015.7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_cec_meq_100g,23.12
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_ca_ppm_base_satpct,80.82
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_mg_ppm_base_satpct,18.3
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_k_ppm_base_satpct,0.87
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_h_ppm_base_satpct,0
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_s_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_zn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_b_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_fe_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_mn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_cu_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_na_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,2,soils_na_ppm_base_satpct,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_no3_n_ppm,3.1
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_nh4_n_ppm,0.9
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_om_loi_pct,5.25
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_p_ppm,84.8
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_k_ppm,134.3
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_ca_ppm,6668
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_ph,7.1
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_phb,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_mg_ppm,777.5
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_cec_meq_100g,20.08
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_ca_ppm_base_satpct,83.01
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_mg_ppm_base_satpct,16.13
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_k_ppm_base_satpct,0.86
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_h_ppm_base_satpct,0
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_s_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_zn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_b_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_fe_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_mn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_cu_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_na_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Pennycress_N,3,spring,3,soils_na_ppm_base_satpct,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_no3_n_ppm,9.1
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_nh4_n_ppm,1.3
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_om_loi_pct,5.73
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_p_ppm,164.2
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_k_ppm,279.5
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_ca_ppm,6163
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_ph,6.7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_phb,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_mg_ppm,751.3
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_cec_meq_100g,20.1
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_ca_ppm_base_satpct,76.65
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_mg_ppm_base_satpct,15.57
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_k_ppm_base_satpct,1.78
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_h_ppm_base_satpct,6
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_s_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_zn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_b_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_fe_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_mn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_cu_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_na_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,1,soils_na_ppm_base_satpct,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_no3_n_ppm,6.6
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_nh4_n_ppm,1.6
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_om_loi_pct,4.85
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_p_ppm,102.4
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_k_ppm,165.2
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_ca_ppm,5898
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_ph,6.7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_phb,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_mg_ppm,620.6
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_cec_meq_100g,18.66
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_ca_ppm_base_satpct,79.01
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_mg_ppm_base_satpct,13.86
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_k_ppm_base_satpct,1.14
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_h_ppm_base_satpct,6
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_s_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_zn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_b_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_fe_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_mn_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_cu_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_na_ppm,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,2,soils_na_ppm_base_satpct,NA
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_no3_n_ppm,7.5
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_nh4_n_ppm,1.5
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_om_loi_pct,5.29
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_p_ppm,97.6
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_k_ppm,211.8
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_ca_ppm,6557
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_ph,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_phb,7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_mg_ppm,805.7
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_cec_meq_100g,20.02
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_ca_ppm_base_satpct,81.88
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_mg_ppm_base_satpct,16.77
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_k_ppm_base_satpct,1.36
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_h_ppm_base_satpct,0
2020-06-01,2019_2020,2020,6,spring_summer,1,north,Reference,2,spring,3,soils_s_ppm,NA
