crop_cover,plot,subplot_point,date,jdate,year,month,treatment,block_no,block_ns,crop_year,crop_cash,nutrient,value,year_date
pennycress,7,2,2021-04-22,112,2021,4,Reference,3,south,2020_2021,corn,nh3_mgl,0.112,2021_112
pennycress,7,2,2021-04-22,112,2021,4,Reference,3,south,2020_2021,corn,drp_ugl,29,2021_112
pennycress,7,3,2021-04-22,112,2021,4,Reference,3,south,2020_2021,corn,no3_mgl,9.19,2021_112
pennycress,7,3,2021-04-22,112,2021,4,Reference,3,south,2020_2021,corn,nh3_mgl,0.0091,2021_112
pennycress,7,3,2021-04-22,112,2021,4,Reference,3,south,2020_2021,corn,drp_ugl,1.97,2021_112
pennycress,8,1,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,no3_mgl,15.1,2021_112
pennycress,8,1,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0298,2021_112
pennycress,8,1,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,drp_ugl,14.9,2021_112
pennycress,8,2,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,no3_mgl,12.9,2021_112
pennycress,8,2,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0307,2021_112
pennycress,8,2,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,drp_ugl,4.28,2021_112
pennycress,8,3,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,no3_mgl,13.4,2021_112
pennycress,8,3,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.046,2021_112
pennycress,8,3,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,drp_ugl,21.3,2021_112
pennycress,8,4,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,no3_mgl,6.24,2021_112
pennycress,8,4,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.01,2021_112
pennycress,8,4,2021-04-22,112,2021,4,Pennycress,3,south,2020_2021,corn,drp_ugl,7.73,2021_112
pennycress,9,1,2021-04-22,112,2021,4,Pennycress_N,3,south,2020_2021,corn,no3_mgl,5.88,2021_112
pennycress,9,1,2021-04-22,112,2021,4,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0202,2021_112
pennycress,9,1,2021-04-22,112,2021,4,Pennycress_N,3,south,2020_2021,corn,drp_ugl,6.62,2021_112
pennycress,9,2,2021-04-22,112,2021,4,Pennycress_N,3,south,2020_2021,corn,no3_mgl,23.8,2021_112
pennycress,9,2,2021-04-22,112,2021,4,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0408,2021_112
pennycress,9,2,2021-04-22,112,2021,4,Pennycress_N,3,south,2020_2021,corn,drp_ugl,23.8,2021_112
pennycress,1,1,2021-05-01,121,2021,5,Pennycress,1,north,2020_2021,corn,no3_mgl,14.3,2021_121
pennycress,1,1,2021-05-01,121,2021,5,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.0878,2021_121
pennycress,1,1,2021-05-01,121,2021,5,Pennycress,1,north,2020_2021,corn,drp_ugl,496,2021_121
pennycress,1,3,2021-05-01,121,2021,5,Pennycress,1,north,2020_2021,corn,no3_mgl,1.146,2021_121
pennycress,1,3,2021-05-01,121,2021,5,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.224,2021_121
pennycress,1,3,2021-05-01,121,2021,5,Pennycress,1,north,2020_2021,corn,drp_ugl,726,2021_121
pennycress,2,1,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,8.48,2021_121
pennycress,2,1,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.0249,2021_121
pennycress,2,1,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,264,2021_121
pennycress,2,2,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,12.7,2021_121
pennycress,2,2,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.0219,2021_121
pennycress,2,2,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,55.5,2021_121
pennycress,2,3,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,20.4,2021_121
pennycress,2,3,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.145,2021_121
pennycress,2,3,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,84,2021_121
pennycress,2,4,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,31.6,2021_121
pennycress,2,4,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.232,2021_121
pennycress,2,4,2021-05-01,121,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,39,2021_121
pennycress,3,1,2021-05-01,121,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.2247,2021_121
pennycress,3,1,2021-05-01,121,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.1698,2021_121
pennycress,3,1,2021-05-01,121,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,117.9,2021_121
pennycress,3,3,2021-05-01,121,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.3132,2021_121
pennycress,3,3,2021-05-01,121,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.14,2021_121
pennycress,3,3,2021-05-01,121,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,86,2021_121
pennycress,3,4,2021-05-01,121,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.435,2021_121
pennycress,3,4,2021-05-01,121,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.0738,2021_121
pennycress,3,4,2021-05-01,121,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,405,2021_121
pennycress,4,1,2021-05-01,121,2021,5,Pennycress,1,mid,2020_2021,corn,no3_mgl,1.814,2021_121
pennycress,4,1,2021-05-01,121,2021,5,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.0972,2021_121
pennycress,4,1,2021-05-01,121,2021,5,Pennycress,1,mid,2020_2021,corn,drp_ugl,482,2021_121
pennycress,6,3,2021-05-01,121,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,17.1,2021_121
pennycress,6,3,2021-05-01,121,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.00887,2021_121
pennycress,6,3,2021-05-01,121,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,172,2021_121
pennycress,7,1,2021-05-01,121,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,5.81,2021_121
pennycress,7,1,2021-05-01,121,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.00421,2021_121
pennycress,7,1,2021-05-01,121,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,14.6,2021_121
pennycress,7,2,2021-05-01,121,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,21.5,2021_121
pennycress,7,2,2021-05-01,121,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.0613,2021_121
pennycress,7,2,2021-05-01,121,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,11.8,2021_121
pennycress,7,3,2021-05-01,121,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,8.36,2021_121
pennycress,7,3,2021-05-01,121,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.0188,2021_121
pennycress,7,3,2021-05-01,121,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,1.24,2021_121
pennycress,8,1,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,11.7,2021_121
pennycress,8,1,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0102,2021_121
pennycress,8,1,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,4.56,2021_121
pennycress,8,2,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,18,2021_121
pennycress,8,2,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0202,2021_121
pennycress,8,2,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,3.1,2021_121
pennycress,8,3,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,5,2021_121
pennycress,8,3,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0211,2021_121
pennycress,8,3,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,5.76,2021_121
pennycress,8,4,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,14.9,2021_121
pennycress,8,4,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.00249,2021_121
pennycress,8,4,2021-05-01,121,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,5.12,2021_121
pennycress,9,1,2021-05-01,121,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,14,2021_121
pennycress,9,1,2021-05-01,121,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0253,2021_121
pennycress,9,1,2021-05-01,121,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,5.5,2021_121
pennycress,9,2,2021-05-01,121,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,21.6,2021_121
pennycress,9,2,2021-05-01,121,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0866,2021_121
pennycress,9,2,2021-05-01,121,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,17.72,2021_121
pennycress,1,1,2021-05-10,130,2021,5,Pennycress,1,north,2020_2021,corn,no3_mgl,4.52,2021_130
pennycress,1,1,2021-05-10,130,2021,5,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.0627,2021_130
pennycress,1,1,2021-05-10,130,2021,5,Pennycress,1,north,2020_2021,corn,drp_ugl,297,2021_130
pennycress,1,3,2021-05-10,130,2021,5,Pennycress,1,north,2020_2021,corn,no3_mgl,0.0821,2021_130
pennycress,1,3,2021-05-10,130,2021,5,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.00591,2021_130
pennycress,1,3,2021-05-10,130,2021,5,Pennycress,1,north,2020_2021,corn,drp_ugl,279,2021_130
pennycress,1,4,2021-05-10,130,2021,5,Pennycress,1,north,2020_2021,corn,no3_mgl,0.0969,2021_130
pennycress,1,4,2021-05-10,130,2021,5,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.0108,2021_130
pennycress,1,4,2021-05-10,130,2021,5,Pennycress,1,north,2020_2021,corn,drp_ugl,49.6,2021_130
pennycress,2,1,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,20.3,2021_130
pennycress,2,1,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.0169,2021_130
pennycress,2,1,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,461,2021_130
pennycress,2,2,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,22.3,2021_130
pennycress,2,2,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.0332,2021_130
pennycress,2,2,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,86.9,2021_130
pennycress,2,3,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,5.07,2021_130
pennycress,2,3,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.0217,2021_130
pennycress,2,3,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,43.4,2021_130
pennycress,2,4,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,18.5,2021_130
pennycress,2,4,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.0691,2021_130
pennycress,2,4,2021-05-10,130,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,34.9,2021_130
pennycress,3,2,2021-05-10,130,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.281,2021_130
pennycress,3,2,2021-05-10,130,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.0126,2021_130
pennycress,3,2,2021-05-10,130,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,55.1,2021_130
pennycress,3,3,2021-05-10,130,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.0684,2021_130
pennycress,3,3,2021-05-10,130,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.00578,2021_130
pennycress,3,3,2021-05-10,130,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,15.4,2021_130
pennycress,3,4,2021-05-10,130,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.0634,2021_130
pennycress,3,4,2021-05-10,130,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.00673,2021_130
pennycress,3,4,2021-05-10,130,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,19.6,2021_130
pennycress,4,1,2021-05-10,130,2021,5,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.625,2021_130
pennycress,4,1,2021-05-10,130,2021,5,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.0225,2021_130
pennycress,4,1,2021-05-10,130,2021,5,Pennycress,1,mid,2020_2021,corn,drp_ugl,261,2021_130
pennycress,4,2,2021-05-10,130,2021,5,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.0677,2021_130
pennycress,4,2,2021-05-10,130,2021,5,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.00666,2021_130
pennycress,4,2,2021-05-10,130,2021,5,Pennycress,1,mid,2020_2021,corn,drp_ugl,57.6,2021_130
pennycress,5,1,2021-05-10,130,2021,5,Pennycress_N,2,mid,2020_2021,corn,no3_mgl,18.4,2021_130
pennycress,5,1,2021-05-10,130,2021,5,Pennycress_N,2,mid,2020_2021,corn,nh3_mgl,0.0494,2021_130
pennycress,5,1,2021-05-10,130,2021,5,Pennycress_N,2,mid,2020_2021,corn,drp_ugl,226,2021_130
pennycress,5,3,2021-05-10,130,2021,5,Pennycress_N,2,mid,2020_2021,corn,no3_mgl,6.48,2021_130
pennycress,5,3,2021-05-10,130,2021,5,Pennycress_N,2,mid,2020_2021,corn,nh3_mgl,0.0212,2021_130
pennycress,5,3,2021-05-10,130,2021,5,Pennycress_N,2,mid,2020_2021,corn,drp_ugl,12.1,2021_130
pennycress,6,1,2021-05-10,130,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,16.2,2021_130
pennycress,6,1,2021-05-10,130,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.1028,2021_130
pennycress,6,1,2021-05-10,130,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,82.4,2021_130
pennycress,6,3,2021-05-10,130,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,9.89,2021_130
pennycress,6,3,2021-05-10,130,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.00302,2021_130
pennycress,6,3,2021-05-10,130,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,286,2021_130
pennycress,6,4,2021-05-10,130,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,5.67,2021_130
pennycress,6,4,2021-05-10,130,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.00555,2021_130
pennycress,6,4,2021-05-10,130,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,834,2021_130
pennycress,7,1,2021-05-10,130,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,0.963,2021_130
pennycress,7,1,2021-05-10,130,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.00578,2021_130
pennycress,7,1,2021-05-10,130,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,5.08,2021_130
pennycress,7,2,2021-05-10,130,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,17.4,2021_130
pennycress,7,2,2021-05-10,130,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.035,2021_130
pennycress,7,2,2021-05-10,130,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,16.2,2021_130
pennycress,7,3,2021-05-10,130,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,14.01,2021_130
pennycress,7,3,2021-05-10,130,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.0486,2021_130
pennycress,7,3,2021-05-10,130,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,11.4,2021_130
pennycress,8,1,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,5.02,2021_130
pennycress,8,1,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.00511,2021_130
pennycress,8,1,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,8.78,2021_130
pennycress,8,2,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,17.1,2021_130
pennycress,8,2,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.0129,2021_130
pennycress,8,2,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,5.58,2021_130
pennycress,8,3,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,2.13,2021_130
pennycress,8,3,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.00183,2021_130
pennycress,8,3,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,3.19,2021_130
pennycress,8,4,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,no3_mgl,2.91,2021_130
pennycress,8,4,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,nh3_mgl,0.00306,2021_130
pennycress,8,4,2021-05-10,130,2021,5,Pennycress,3,south,2020_2021,corn,drp_ugl,2.63,2021_130
pennycress,9,1,2021-05-10,130,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,20.9,2021_130
pennycress,9,1,2021-05-10,130,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.0121,2021_130
pennycress,9,1,2021-05-10,130,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,10.5,2021_130
pennycress,9,2,2021-05-10,130,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,11.68,2021_130
pennycress,9,2,2021-05-10,130,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.1454,2021_130
pennycress,9,2,2021-05-10,130,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,81,2021_130
pennycress,9,3,2021-05-10,130,2021,5,Pennycress_N,3,south,2020_2021,corn,no3_mgl,36.6,2021_130
pennycress,9,3,2021-05-10,130,2021,5,Pennycress_N,3,south,2020_2021,corn,nh3_mgl,0.2607,2021_130
pennycress,9,3,2021-05-10,130,2021,5,Pennycress_N,3,south,2020_2021,corn,drp_ugl,28.92,2021_130
pennycress,1,1,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,no3_mgl,1.15,2021_138
pennycress,1,1,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.00995,2021_138
pennycress,1,1,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,drp_ugl,420,2021_138
pennycress,1,3,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,no3_mgl,0.254,2021_138
pennycress,1,3,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.0207,2021_138
pennycress,1,3,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,drp_ugl,311,2021_138
pennycress,1,4,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,no3_mgl,0.196,2021_138
pennycress,1,4,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,nh3_mgl,0.0192,2021_138
pennycress,1,4,2021-05-18,138,2021,5,Pennycress,1,north,2020_2021,corn,drp_ugl,86.1,2021_138
pennycress,2,1,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,19.6,2021_138
pennycress,2,1,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.0841,2021_138
pennycress,2,1,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,471,2021_138
pennycress,2,2,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,34.8,2021_138
pennycress,2,2,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.0177,2021_138
pennycress,2,2,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,144,2021_138
pennycress,2,3,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,3.65,2021_138
pennycress,2,3,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.0217,2021_138
pennycress,2,3,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,45.7,2021_138
pennycress,2,4,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,no3_mgl,16.9,2021_138
pennycress,2,4,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,nh3_mgl,0.0943,2021_138
pennycress,2,4,2021-05-18,138,2021,5,Reference,1,north,2020_2021,corn,drp_ugl,30.1,2021_138
pennycress,3,1,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.232,2021_138
pennycress,3,1,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.00918,2021_138
pennycress,3,1,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,41.5,2021_138
pennycress,3,1.5,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,2.27,2021_138
pennycress,3,1.5,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.208,2021_138
pennycress,3,1.5,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,479,2021_138
pennycress,3,2,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.352,2021_138
pennycress,3,2,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.0558,2021_138
pennycress,3,2,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,189,2021_138
pennycress,3,3,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.158,2021_138
pennycress,3,3,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.00991,2021_138
pennycress,3,3,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,48.5,2021_138
pennycress,3,4,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,no3_mgl,0.11,2021_138
pennycress,3,4,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,nh3_mgl,0.00653,2021_138
pennycress,3,4,2021-05-18,138,2021,5,Pennycress_N,2,north,2020_2021,corn,drp_ugl,116,2021_138
pennycress,4,1,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.468,2021_138
pennycress,4,1,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.0224,2021_138
pennycress,4,1,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,drp_ugl,351,2021_138
pennycress,4,2,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.148,2021_138
pennycress,4,2,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.0182,2021_138
pennycress,4,2,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,drp_ugl,322,2021_138
pennycress,4,3,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,no3_mgl,0.118,2021_138
pennycress,4,3,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,nh3_mgl,0.0319,2021_138
pennycress,4,3,2021-05-18,138,2021,5,Pennycress,1,mid,2020_2021,corn,drp_ugl,207,2021_138
pennycress,5,3,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,no3_mgl,15.84,2021_138
pennycress,5,3,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,nh3_mgl,0.2835,2021_138
pennycress,5,3,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,drp_ugl,122.4,2021_138
pennycress,5,4,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,no3_mgl,3.67,2021_138
pennycress,5,4,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,nh3_mgl,0.106,2021_138
pennycress,5,4,2021-05-18,138,2021,5,Pennycress_N,2,mid,2020_2021,corn,drp_ugl,1510,2021_138
pennycress,6,1,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,2.826,2021_138
pennycress,6,1,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,1.35,2021_138
pennycress,6,1,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,212.4,2021_138
pennycress,6,2,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,21,2021_138
pennycress,6,2,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.0432,2021_138
pennycress,6,2,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,592,2021_138
pennycress,6,3,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,21.8,2021_138
pennycress,6,3,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.00875,2021_138
pennycress,6,3,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,425,2021_138
pennycress,6,4,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,no3_mgl,24.6,2021_138
pennycress,6,4,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,nh3_mgl,0.0552,2021_138
pennycress,6,4,2021-05-18,138,2021,5,Reference,2,mid,2020_2021,corn,drp_ugl,676,2021_138
pennycress,7,1,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,20.5,2021_138
pennycress,7,1,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.0212,2021_138
pennycress,7,1,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,38.8,2021_138
pennycress,7,2,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,28.5,2021_138
pennycress,7,2,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.0335,2021_138
pennycress,7,2,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,14.9,2021_138
pennycress,7,3,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,21.4,2021_138
pennycress,7,3,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.0227,2021_138
pennycress,7,3,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,drp_ugl,4.87,2021_138
pennycress,7,4,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,no3_mgl,20.2,2021_138
pennycress,7,4,2021-05-18,138,2021,5,Reference,3,south,2020_2021,corn,nh3_mgl,0.593,2021_138
